,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
0,Ampara,PF,5.0,0,52101051011,helped,a,43493.30859375,1.0,1,5.065581348701985,5.065581348701985,0.0,42252.66402108329,8728.230501455053,0.0,8728.230501455053,0.0,0.0,2867.636481566476,0.0,2867.636481566476,5905.865192958292,0.0,5905.865192958292,128313977044966.17,2,36346.798828125,1.68112260362596,9928.483469849978,0,0,0.0,0.00972977836352264,0.1077909097121968,-1,6.763005780346797,6.763005780346797,False,0.0,382.63491502699685,3521.055335090274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
1,Ampara,PF,5.0,1,52101051021,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,93914.60573751283,33840.22315781482,0.0,33840.22315781482,0.0,0.0,11118.11362629837,0.0,11118.11362629837,57567.80690938783,0.0,57567.80690938783,5311681509254.355,1,36346.798828125,1.1940229969432277,68737.2853333963,0,0,0.0,0.006526245786778746,0.24243252086635012,-1,0.0,0.0,True,0.0,850.4790885587895,7826.217144792736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
2,Ampara,PF,5.0,2,52101051041,helped,a,43493.30859375,0.0,1,3.0393488092211913,3.0393488092211913,0.0,189890.06322699296,41894.28352326462,0.0,41894.28352326462,0.0,0.0,13764.253336386479,0.0,13764.253336386479,153543.26439886796,0.0,153543.26439886796,7691.534073585505,1,36346.798828125,1.0818381497068552,166108.96105722178,0,0,0.0,0.004589642686662065,0.10797398102734468,-1,0.0,0.0,True,0.0,1708.0562139899698,15824.171935582746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
3,Ampara,PF,5.0,3,52101051051,helped,a,43493.30859375,0.0,1,4.052465078961589,4.052465078961589,0.0,185510.6888011759,38052.431410037076,0.0,38052.431410037076,0.0,0.0,12502.023234324217,0.0,12502.023234324217,149163.8899730509,0.0,149163.8899730509,3276.8628872844643,1,36346.798828125,1.076124246387099,160518.87868541753,0,0,0.0,0.004643500821149795,0.09528330836409599,-1,0.0,0.0,True,0.0,1653.4420026164385,15459.224066764657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
4,Ampara,PF,5.0,4,52101051061,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,119899.00962193316,30138.832405738875,0.0,30138.832405738875,0.0,0.0,9902.031723853619,0.0,9902.031723853619,83552.21079380816,0.0,83552.21079380816,132513.70379282683,1,36346.798828125,1.1110201374772346,92828.18872266363,0,0,0.0,0.005775933677332381,0.13697303439357414,-1,0.0,0.0,True,0.0,1085.3668139630834,9991.584135161096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
5,Ampara,PF,5.0,5,52101051081,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,111920.58600889788,44302.535711352044,0.0,44302.535711352044,0.0,0.0,14555.478067472639,0.0,14555.478067472639,75573.7871807729,0.0,75573.7871807729,30842.49969354929,1,36346.798828125,1.1933896472913466,90188.97522813386,0,0,0.0,0.005978262876591123,0.2763407312344227,-1,0.0,0.0,True,0.0,1011.8392123927554,9326.71550074149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
6,Ampara,PF,5.0,6,52101051091,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,93183.89750288204,19497.64583723347,0.0,19497.64583723347,0.0,0.0,6405.8987097318895,0.0,6405.8987097318895,56837.09867475705,0.0,56837.09867475705,1843887.651543025,1,36346.798828125,1.105028490121093,62806.61333143036,0,0,0.0,0.006551783832808397,0.10223199255676842,-1,0.0,0.0,True,0.0,843.8382123662469,7765.324791906837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
7,Ampara,PF,5.0,7,52101051101,helped,a,43493.30859375,0.0,1,5.065581348701985,5.065581348701985,0.0,107344.88809052588,43908.954599984434,0.0,43908.954599984434,0.0,0.0,14426.168059765454,0.0,14426.168059765454,70998.08926240088,0.0,70998.08926240088,10967686.649646481,1,36346.798828125,1.2061425151085512,85633.81395085363,0,0,0.0,0.006104348389754694,0.29050760614213345,-1,0.0,0.0,True,0.0,972.0974847795231,8945.407340877156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
8,Ampara,PF,5.0,8,52101053011,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,22499.999450683594,205349.94354133017,68852.22914496087,0.0,68852.22914496087,0.0,0.0,22621.700649181385,0.0,22621.700649181385,169003.14471320517,0.0,169003.14471320517,2533.0281244295707,1,36346.798828125,1.12715363161867,190492.50831846485,0,0,0.0,0.004413495638762264,0.2115756772155296,-1,0.0,0.0,True,0.0,1821.6450750997508,17112.495295110846,0.0,0.013287028389698379,0.0,0.013287028389698379,0.013287028389698379,0.0,5.245511592055684e-06,5.905346095150546e-07
9,Ampara,PF,5.0,9,52101053021,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,173356.15172921692,70268.07795614684,0.0,70268.07795614684,0.0,0.0,23086.38661673885,0.0,23086.38661673885,137009.35290109192,0.0,137009.35290109192,4305.741269966827,1,36346.798828125,1.165328663012585,159660.92603644886,0,0,0.0,0.004803528445287456,0.2834897237101803,-1,0.0,0.0,True,0.0,1551.0316888729717,14446.345977434743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,187466.7401595469,68686.2900977627,0.0,68686.2900977627,0.0,0.0,22566.694501819904,0.0,22566.694501819904,151119.9413314219,0.0,151119.9413314219,3839.421306009142,1,36346.798828125,1.1439018592502117,172866.38185879643,0,0,0.0,0.004619211863019197,0.24297024601251968,-1,0.0,0.0,True,0.0,1674.8030265108237,15622.228346628908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
11,Ampara,PF,5.0,11,52101053041,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,98597.30716633184,24030.50942357876,0.0,24030.50942357876,0.0,0.0,7895.1587589481705,0.0,7895.1587589481705,62250.50833820684,0.0,62250.50833820684,52013.9048736113,1,36346.798828125,1.1197110618974206,69702.58279502782,0,0,0.0,0.006369384529710047,0.13176381934204742,-1,0.0,0.0,True,0.0,891.9971117040402,8216.442263860987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
12,Ampara,PF,5.0,12,52101053051,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,102961.1308684206,20727.092651286344,0.0,20727.092651286344,0.0,0.0,6809.830129225903,0.0,6809.830129225903,66614.3320402956,0.0,66614.3320402956,713274.8493461498,1,36346.798828125,1.094373399274294,72900.95299532481,0,0,0.0,0.006232945703484369,0.09517389385058045,-1,0.0,0.0,True,0.0,932.3356877592307,8580.09423903505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
13,Ampara,PF,5.0,13,52101053071,helped,a,43493.30859375,0.0,1,4.502747025578729,4.502747025578729,0.0,145297.51332983177,49772.446056316505,0.0,49772.446056316505,0.0,0.0,16352.602290246436,0.0,16352.602290246436,108950.71450170677,0.0,108950.71450170677,4293.998561102995,1,36346.798828125,1.1447388958520264,124720.12062097316,0,0,0.0,0.005246877259162607,0.22007944918355984,-1,0.0,0.0,True,0.0,1299.9455223621246,12108.126110819314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905346095150546e-07
