,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,1.0,1,5.065581348701985,5.065581348701985,0.0,42252.66402108329,8728.230501455053,0.0,8728.230501455053,0.0,0.0,2.165880171765123e-05,2867.636481566476,0.0,2867.636481566476,5905.865192958292,0.0,5905.865192958292,0.34809217181939955,2,36346.798828125,1.68112260362596,9928.483469849978,0.0,0,0.0,0.00972977836352264,0.0005710607481707376,0.0,0.038535645472061654,0.038535645472061654,False,8611.932151308813,7706.336350399645,3521.055335090274,1225.6827932538383,2848.4676603105986,0.0,2848.4676603105986,5866.387220428355,1225.6827932538383,89.03806299752559
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,93914.60573751283,33840.22315781482,0.0,33840.22315781482,0.0,0.0,2.165880171765123e-05,11118.11362629837,0.0,11118.11362629837,50421.29714376283,0.0,50421.29714376283,1.1614339342318452,1,36346.798828125,1.2275692485683316,61895.633846609504,0.0,0,0.0,0.006526245786778746,0.005733565784002808,0.0,0.0,0.0,False,32359.04315144606,6803.194434576642,7826.217144792736,22762.161662267925,10872.072369668153,0.0,10872.072369668153,49305.48561968981,22762.161662267925,500.88111279581824
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,0.0,1,3.0393488092211913,3.0393488092211913,0.0,189890.06322699296,41894.28352326462,0.0,41894.28352326462,0.0,0.0,2.165880171765123e-05,13764.253336386479,0.0,13764.253336386479,146396.75463324296,0.0,146396.75463324296,3.1658854178328024,1,36346.798828125,1.0861657395059432,159011.13925748647,0.0,0,0.0,0.004589642686662065,0.005827949621358055,0.0,0.0,0.0,False,37082.67754818691,12310.363898500076,15824.171935582746,46635.62195952288,12949.733055478999,0.0,12949.733055478999,137733.5076852529,46635.62195952288,1675.9376332021193
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,0.0,1,4.052465078961589,4.052465078961589,0.0,185510.6888011759,38052.431410037076,0.0,38052.431410037076,0.0,0.0,2.165880171765123e-05,12502.023234324217,0.0,12502.023234324217,142017.3802074259,0.0,142017.3802074259,3.403602665424934,1,36346.798828125,1.0802519311362466,153414.54922398238,0.0,0,0.0,0.004643500821149795,0.005335784006411432,0.0,0.0,0.0,False,33374.927920035305,11964.14756577849,15459.224066764657,42400.82084377264,11708.44618054292,0.0,11708.44618054292,133002.70057850587,42400.82084377264,1663.4780839089208
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,119899.00962193316,30138.832405738875,0.0,30138.832405738875,0.0,0.0,2.165880171765123e-05,9902.031723853619,0.0,9902.031723853619,76405.70102818316,0.0,76405.70102818316,2.2065774947428376,1,36346.798828125,1.1226345903608907,85775.68287501109,0.0,0,0.0,0.005775933677332381,0.00533963109682962,0.0,0.0,0.0,False,27682.00506311698,8225.621781754668,9991.584135161096,27420.66720183883,9489.861485660536,0.0,9489.861485660536,73225.32786130748,27420.66720183883,852.9839423261342
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,111920.58600889788,44302.535711352044,0.0,44302.535711352044,0.0,0.0,2.165880171765123e-05,14555.478067472639,0.0,14555.478067472639,68427.27741514788,0.0,68427.27741514788,1.2159981022005288,1,36346.798828125,1.2178379435750282,83333.33481170166,0.0,0,0.0,0.005978262876591123,0.007014422097189818,0.0,0.0,0.0,False,42274.43979236973,7977.254597568918,9326.71550074149,31830.292153164635,14218.412596055101,0.0,14218.412596055101,66842.68689789802,31830.292153164635,659.6420945644634
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,93183.89750288204,19497.64583723347,0.0,19497.64583723347,0.0,0.0,2.165880171765123e-05,6405.8987097318895,0.0,6405.8987097318895,49690.58890913204,0.0,49690.58890913204,2.2199957143924527,1,36346.798828125,1.121912861868282,55748.510810964646,0.0,0,0.0,0.006551783832808397,0.0037112320092182382,0.0,0.0,0.0,False,17898.998547000214,6533.573774323248,7765.324791906837,15660.497408020246,6137.667324406533,0.0,6137.667324406533,47609.91668737487,15660.497408020246,596.2531567675801
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,0.0,1,5.065581348701985,5.065581348701985,0.0,107344.88809052588,43908.954599984434,0.0,43908.954599984434,0.0,0.0,2.165880171765123e-05,14426.168059765454,0.0,14426.168059765454,63851.57949677589,0.0,63851.57949677589,1.125633982573294,1,36346.798828125,1.2344406508876518,78820.98535420468,0.0,0,0.0,0.006104348389754694,0.0069162409287887115,0.0,0.0,0.0,False,42045.03242228235,7701.09271057624,8945.407340877156,30196.577067674476,14116.654460336274,0.0,14116.654460336274,62481.64313409034,30196.577067674476,609.1015613875226
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,22499.999450683594,205349.94354133017,68852.22914496087,0.0,68852.22914496087,0.0,0.0,2.165880171765123e-05,22621.700649181385,0.0,22621.700649181385,161856.63494758017,0.0,161856.63494758017,2.022228416239869,1,36346.798828125,1.1334919840787445,183463.1982830417,0.0,0,0.0,0.004413495638762264,0.008603053836419374,0.0,0.0,0.0,False,63690.456008571644,13738.052787458862,17112.495295110846,68143.96129447548,21757.230558130632,0.0,21757.230558130632,155671.35639386723,68143.96129447548,1628.7787963195276
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,173356.15172921692,70268.07795614684,0.0,70268.07795614684,0.0,0.0,2.165880171765123e-05,23086.38661673885,0.0,23086.38661673885,129862.8431354669,0.0,129862.8431354669,1.519558519664726,1,36346.798828125,1.1759737288163286,152715.29187670496,0.0,0,0.0,0.004803528445287456,0.00911414728522987,0.0,0.0,0.0,False,66271.53337792438,11897.824036230779,14446.345977434743,59999.640074215604,22420.249267382766,0.0,22420.249267382766,126115.76519112618,59999.640074215604,1238.68529782036
10,Ampara,PF,5.0,52101053031,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,187466.7401595469,68686.2900977627,0.0,68686.2900977627,0.0,0.0,2.165880171765123e-05,22566.694501819904,0.0,22566.694501819904,143973.4315657969,0.0,143973.4315657969,1.7675541493240663,1,36346.798828125,1.1520944277857965,165870.98825615432,0.0,0,0.0,0.004619211863019197,0.008840493206845924,0.0,0.0,0.0,False,64163.581113868204,12704.421557690372,15622.228346628908,63462.51089075614,21811.082336622552,0.0,21811.082336622552,139152.69557597121,63462.51089075614,1413.2427942128309
11,Ampara,PF,5.0,52101053041,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,98597.30716633184,24030.50942357876,0.0,24030.50942357876,0.0,0.0,2.165880171765123e-05,7895.1587589481705,0.0,7895.1587589481705,55103.99857258184,0.0,55103.99857258184,1.9645376209674652,1,36346.798828125,1.1372959433849261,62669.55404088608,0.0,0,0.0,0.006369384529710047,0.004509996418143152,0.0,0.0,0.0,False,22278.442875573026,6926.190403369415,8216.442263860987,19587.800353311024,7601.893748316652,0.0,7601.893748316652,53057.16516230849,19587.800353311024,625.7754594973471
