,district,hazard,rp,level_0,hhid,helped_cat,affected_cat,pov_line,ispoor,has_ew,pcwgt,pcwgt_ae,pcsoc,c,dk_private,dk_public,dk0,pc_fee_BE,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,macro_multiplier,dc_npv_pre,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
0,Ampara,PF,5.0,0,52101051011,helped,a,43493.30859375,1.0,1,5.065581348701985,5.065581348701985,0.0,42252.66402108329,8610.108335066852,0.0,8610.108335066852,0.0,0.0,2828.8277638590325,0.0,2828.8277638590325,21723.56535641877,0.0,21723.56535641877,2.1944831420536395,1,36346.798828125,1.1030426022910118,23962.018061783034,0,0,0.0,0.00972977836352264,0.006008331168008694,-1,0.07707129094412331,0.07707129094412331,False,7270.355952071309,2435.894427948925,3521.055335090274,5905.865192958292,2491.8207585449486,0.0,2491.8207585449486,19135.569791950642,5905.865192958292,247.22144369432257,2.0062718313193308e-05
1,Ampara,PF,5.0,1,52101051021,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,93914.60573751283,37233.094412897175,0.0,37233.094412897175,0.0,0.0,12232.832283958753,0.0,12232.832283958753,51380.612460146,0.0,51380.612460146,1.0514242985570077,1,36346.798828125,1.205213383564542,61924.60179271103,0,0,0.0,0.006526245786778746,0.012331172991958406,-1,0.0,0.0,True,34334.93580911222,5885.784820468231,7826.217144792736,24176.8104080632,11511.511524420956,0.0,11511.511524420956,48350.90506737238,24176.8104080632,456.40892261793385,2.0062718313193308e-05
2,Ampara,PF,5.0,2,52101051041,helped,a,43493.30859375,0.0,1,3.0393488092211913,3.0393488092211913,0.0,189890.06322699296,58877.982920567185,0.0,58877.982920567185,0.0,0.0,19344.20175497422,0.0,19344.20175497422,101082.04377993297,0.0,101082.04377993297,1.388258190421231,1,36346.798828125,1.1588112164455406,117135.00611342551,0,0,0.0,0.004589642686662065,0.010302625435848185,-1,0.0,0.0,True,52903.651633531204,11691.699626632999,15824.171935582746,42243.39891557158,17852.554111902075,0.0,17852.554111902075,93287.52249282529,42243.39891557158,959.682340085298,2.0062718313193308e-05
3,Ampara,PF,5.0,3,52101051051,helped,a,43493.30859375,0.0,1,4.052465078961589,4.052465078961589,0.0,185510.6888011759,78894.05580908769,0.0,78894.05580908769,0.0,0.0,25920.428267695934,0.0,25920.428267695934,102407.55842504543,0.0,102407.55842504543,0.9694916730157388,1,36346.798828125,1.2209141835282895,125030.84058163995,0,0,0.0,0.004643500821149795,0.012923456106662476,-1,0.0,0.0,True,73213.94526643355,11674.511922929596,15459.224066764657,49568.51100184126,24507.799477796743,0.0,24507.799477796743,96826.48299525423,49568.51100184126,893.2411924510085,2.0062718313193308e-05
4,Ampara,PF,5.0,4,52101051061,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,119899.00962193316,48547.575057080176,0.0,48547.575057080176,0.0,0.0,15950.17424231194,0.0,15950.17424231194,65769.93188170761,0.0,65769.93188170761,1.0262048635965797,1,36346.798828125,1.2098031292447373,79568.66940070309,0,0,0.0,0.005775933677332381,0.012508338803331728,-1,0.0,0.0,True,44855.81850074692,7523.955787751476,9991.584135161096,31218.78605403801,15031.553422975083,0.0,15031.553422975083,61982.0341575166,31218.78605403801,581.0113652947769,2.0062718313193308e-05
5,Ampara,PF,5.0,5,52101051081,helped,a,43493.30859375,0.0,1,7.09181388818278,7.09181388818278,0.0,111920.58600889788,53428.783936902604,0.0,53428.783936902604,0.0,0.0,17553.88219383677,0.0,17553.88219383677,62781.19326592077,0.0,62781.19326592077,0.8464971077293423,1,36346.798828125,1.2495793000547615,78450.07953783197,0,0,0.0,0.005978262876591123,0.013916873636450701,-1,0.0,0.0,True,50054.32926926349,7084.994313372499,9326.71550074149,31690.738043252688,16715.63759828295,0.0,16715.63759828295,59783.22419124764,31690.738043252688,531.9381332009489,2.0062718313193308e-05
6,Ampara,PF,5.0,6,52101051091,helped,a,43493.30859375,0.0,1,6.078697618442383,6.078697618442383,0.0,93183.89750288204,47844.58533055098,0.0,47844.58533055098,0.0,0.0,15719.208872455416,0.0,15719.208872455416,52845.85871980619,0.0,52845.85871980619,0.7759843583312171,1,36346.798828125,1.26963750868541,67095.08440935587,0,0,0.0,0.006551783832808397,0.014557261135427498,-1,0.0,0.0,True,45067.0705140331,5917.26748205918,7765.324791906837,27318.099828172773,15029.709451916198,0.0,15029.709451916198,50527.85472476721,27318.099828172773,439.95946252897784,2.0062718313193308e-05
7,Ampara,PF,5.0,7,52101051101,helped,a,43493.30859375,0.0,1,5.065581348701985,5.065581348701985,0.0,107344.88809052588,29693.02814871281,0.0,29693.02814871281,0.0,0.0,9755.563943142228,0.0,9755.563943142228,56527.3864408114,0.0,56527.3864408114,1.5751785996167162,1,36346.798828125,1.1411053565611429,64503.70346001161,0,0,0.0,0.006104348389754694,0.009377734686400921,-1,0.0,0.0,True,26298.482230321417,6544.569069463467,8945.407340877156,22080.006100574617,8906.550319413105,0.0,8906.550319413105,51607.883941339125,22080.006100574617,553.9997049683657,2.0062718313193308e-05
8,Ampara,PF,5.0,8,52101053011,helped,a,43493.30859375,0.0,1,1.8010988102314913,1.8010988102314913,22499.999450683594,205349.94354133017,82596.93526411754,0.0,82596.93526411754,0.0,0.0,27137.482037005564,0.0,27137.482037005564,112549.71015905513,0.0,112549.71015905513,1.0340847132999507,1,36346.798828125,1.2083471569824213,135999.1222898898,0,0,0.0,0.004413495638762264,0.012452554330675205,-1,0.0,0.0,True,76269.5924540864,12881.034632071958,17112.495295110846,53278.31165399523,25562.899446245952,0.0,25562.899446245952,106019.3132319788,53278.31165399523,995.9881960694529,2.0062718313193308e-05
9,Ampara,PF,5.0,9,52101053021,helped,a,43493.30859375,0.0,1,3.6021976204629826,3.6021976204629826,0.0,173356.15172921692,58306.997594902874,0.0,58306.997594902874,0.0,0.0,19156.606073347673,0.0,19156.606073347673,93060.11797538096,0.0,93060.11797538096,1.267489580161367,1,36346.798828125,1.1728222622894007,109142.97809280481,0,0,0.0,0.004803528445287456,0.01096759620102895,-1,0.0,0.0,True,52880.52138698968,10742.277832280151,14446.345977434743,40598.91248741015,17803.27318436026,0.0,17803.27318436026,86485.81573066587,40598.91248741015,863.9572237238986,2.0062718313193308e-05
