,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,52101051011,helped,a,43493.30859375,5.065581348701985,0.0,42252.664021083285,1.2150000000000007,8820,0,8820.0,7.896100735084468e-07,0.0,1.237,5905.865192958284,0.0,5905.865192958284,2,36346.798828125,0,0.009729778363522642,0.048500139967965754,-1,9.653179190751457,9.653179190751457,0.20999999999840702,0.02999999999992453,3521.06,0.0,4.453,1.0637720832193476,0.07,0.07,0,0.33,0.33,0.0,1311.0
1,Ampara,PF,5.0,52101051021,helped,a,43493.30859375,7.09181388818278,0.0,93914.6057375128,0.7550000000000004,39546,0,39546.0,7.896100735084468e-07,0.0,0.7550000000000004,42849.96114763902,0.0,42849.96114763902,1,36346.798828125,0,0.006526245786778747,0.2625042318807592,-1,0.0,0.0,27.03000000000301,0.0999999999999293,7826.22,0.0,0.852,194.528454952875,9.01,9.01,0,29.72,29.72,0.0,22720.0
2,Ampara,PF,5.0,52101051041,helped,a,43493.30859375,3.0393488092211913,0.0,189890.06322699293,0.8450000000000005,68845,0,68845.0,7.896100735084468e-07,0.0,0.8450000000000005,80792.8632101656,0.0,80792.8632101656,1,36346.798828125,0,0.004589642686662065,0.20967172064383596,-1,0.0,0.0,19.760000000022057,0.0999999999981838,15824.17,0.0,0.855,61.03012408922856,6.6,6.6,0,23.57,23.57,0.0,39553.0
3,Ampara,PF,5.0,52101051051,helped,a,43493.30859375,4.052465078961589,0.0,185510.68880117586,0.8450000000000005,68896,0,68896.0,7.896100735084468e-07,0.0,0.8450000000000005,80852.7141219779,0.0,80852.7141219779,1,36346.798828125,0,0.004643500821149795,0.216911667354122,-1,0.0,0.0,19.77999999997585,0.09000000000104863,15459.22,0.0,0.841,81.45454808703008,6.6,6.6,0,23.58,23.58,0.0,40048.0
4,Ampara,PF,5.0,52101051061,helped,a,43493.30859375,6.078697618442383,0.0,119899.00962193315,1.1150000000000009,28984,0,28984.0,7.896100735084468e-07,0.0,1.1150000000000009,41839.774666038786,0.0,41839.774666038786,1,36346.798828125,0,0.005775933677332382,0.11171973329606681,-1,0.0,0.0,0.6299999999929247,0.09000000000003078,9991.58,0.0,0.886,3.890366475760116,0.21,0.21,0,0.92,0.92,0.0,15672.0
5,Ampara,PF,5.0,52101051081,helped,a,43493.30859375,7.09181388818278,0.0,111920.58600889785,1.2150000000000007,22178,0,22178.0,7.896100735084468e-07,0.0,1.2150000000000007,34232.791807321555,0.0,34232.791807321555,1,36346.798828125,0,0.005978262876591124,0.08044643322568945,-1,0.0,0.0,0.20999999999797936,0.0999999999986279,9326.72,0.0,0.967,1.4892809165040537,0.07,0.07,0,0.33,0.33,0.0,10643.0
6,Ampara,PF,5.0,52101051091,helped,a,43493.30859375,6.078697618442383,0.0,93183.89750288203,0.8450000000000005,35114,0,35114.0,7.896100735084468e-07,0.0,0.8450000000000005,41207.939556420286,0.0,41207.939556420286,1,36346.798828125,0,0.006551783832808398,0.221582850412122,-1,0.0,0.0,10.059999999991016,0.09999999999743996,7765.32,0.0,0.827,62.18507663661096,3.36,3.36,0,12.0,12.0,0.0,20648.0
7,Ampara,PF,5.0,52101051101,helped,a,43493.30859375,5.065581348701985,0.0,107344.88809052586,1.1150000000000009,27195,0,27195.0,7.896100735084468e-07,0.0,1.1150000000000009,39257.2685634462,0.0,39257.2685634462,1,36346.798828125,0,0.0061043483897546946,0.11985047908202787,-1,0.0,0.0,0.6000000000066896,0.09999999999797464,8945.41,0.0,0.864,3.090004622742098,0.2,0.2,0,0.88,0.88,0.0,15072.0
8,Ampara,PF,5.0,52101053011,helped,a,43493.30859375,1.8010988102314913,22499.999450683594,205349.94354133014,0.6750000000000004,88838,0,88838.0,7.896100735084468e-07,0.0,0.6750000000000004,89153.61551834243,0.0,89153.61551834243,1,36346.798828125,0,0.004413495638762264,0.27684603638374494,-1,0.0,0.0,131.4700000000181,0.09000000000061076,17112.5,0.0,0.912,239.88835053476492,43.78,43.78,0,133.68,133.68,0.0,48638.0
9,Ampara,PF,5.0,52101053021,helped,a,43493.30859375,3.6021976204629826,0.0,173356.1517292169,0.9650000000000006,51646,0,51646.0,7.896100735084468e-07,0.0,0.9650000000000006,66806.54336193207,0.0,66806.54336193207,1,36346.798828125,0,0.004803528445287456,0.15551245695064475,-1,0.0,0.0,4.639999999988272,0.09999999999767244,14446.35,0.0,0.873,17.038394744747663,1.55,1.55,0,6.11,6.11,0.0,28974.0
