,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,52153.133146515145,90707.10261606141,298482.23822773044,0.9650000000000006,29874,0,29874.0,1.9506042416702857e-05,0.0,0.9650000000000006,37906.95349941173,0.0,37906.95349941173,1,45477.532103761216,500.0,50.0,0,0.006640630996587727,0.00616919047824799,-1,0.0,0.0,28253.239999999998,6391.87,7558.93,16679.0,0.851,153432.9543452273,8747.14,8747.14,0,36523.2,16679.0,375.85,16679.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,52153.133146515145,71038.14272407509,233759.24517809914,1.2150000000000007,15243,0,15243.0,1.9506042416702857e-05,0.0,1.2150000000000007,23152.508458577122,0.0,23152.508458577122,1,45477.532103761216,500.0,50.0,0,0.007503850906151574,0.003266299888942987,-1,0.0,0.0,14209.189999999999,5055.740000000001,5919.85,7409.0,0.938,96921.86846398668,4420.38,4420.38,0,22093.48,7409.0,277.99,7409.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,52153.133146515145,100221.13958803574,329789.2799926544,0.8450000000000005,38200,0,38200.0,1.9506042416702857e-05,0.0,0.8450000000000005,43887.768885235586,0.0,43887.768885235586,1,45477.532103761216,500.0,50.0,0,0.006317573849511907,0.007224431817785045,-1,0.0,0.0,36378.99,7093.54,8351.76,21066.0,0.869,197104.67255810392,11236.84,11236.84,0,42481.68,21066.0,406.01,21066.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,52153.133146515145,107721.77380290077,354470.98654056026,0.6450000000000004,59923,0,59923.0,1.9506042416702857e-05,0.0,0.6450000000000004,56860.60353167465,0.0,56860.60353167465,1,45477.532103761216,500.0,50.0,0,0.006093660404171818,0.011567785437738367,-1,0.0,0.0,57730.01,7656.879999999998,8976.81,32979.0,0.845,77895.84373927307,17763.22,17763.22,0,55464.72,32979.0,426.64,32979.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,52153.133146515145,109120.75787826309,359074.5058462817,0.7550000000000004,50544,0,50544.0,1.9506042416702857e-05,0.0,0.7550000000000004,53520.762265323225,0.0,53520.762265323225,1,45477.532103761216,500.0,50.0,0,0.006054472470980994,0.009371140486332984,-1,0.0,0.0,48385.62,7705.900000000001,9093.4,28366.0,0.841,65425.85936199662,14919.59,14919.59,0,51986.04,28366.0,447.86,28366.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,720.0,52153.133146515145,46939.69676644827,152220.96471851468,1.2150000000000007,11307,0,11307.0,1.9506042416702857e-05,0.0,0.044,3936.149301412562,0.0,3936.149301412562,3,45477.532103761216,500.0,50.0,0,0.009231236038342411,0.001798302455390235,-1,0.057803468208092484,0.057803468208092484,11278.28,3846.1099999999997,3911.64,2795.0,7.745,90256.3644339969,3430.33,3430.33,0,3927.0,2795.0,21.78,2795.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,1050.0,52153.133146515145,109499.80694192546,357055.80042100244,0.9650000000000006,34542,0,34542.0,1.9506042416702857e-05,0.0,0.9650000000000006,43830.1740330633,0.0,43830.1740330633,1,45477.532103761216,500.0,50.0,0,0.0060439841801936366,0.005714062240013514,-1,0.0,0.0,32667.99,7750.22,9124.98,18847.0,0.875,177407.81963125576,10113.96,10113.96,0,42230.2,18847.0,443.03,18847.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,75.0,52153.133146515145,268528.37644922995,883390.4708798284,0.7550000000000004,125478,0,125478.0,1.9506042416702857e-05,0.0,0.7550000000000004,132867.96224714187,0.0,132867.96224714187,1,45477.532103761216,500.0,50.0,0,0.0038595342798882974,0.009701734490847658,-1,0.0,0.0,120119.71,19009.65,22377.36,71749.0,0.816,755090.8483117312,37038.63,37038.63,0,129057.95,71749.0,1086.22,71749.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,10000.0,52153.133146515145,122426.23074637148,371752.8468531203,1.2150000000000007,26820,0,26820.0,1.9506042416702857e-05,0.0,1.2150000000000007,40736.95103139423,0.0,40736.95103139423,1,45477.532103761216,500.0,50.0,0,0.0057160070574490815,0.003340764517083972,-1,0.0,0.0,25001.02,8681.77,10202.19,13036.0,0.938,158559.37062234207,7777.83,7777.83,0,38873.58,13036.0,489.13,13036.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,94080.0,52153.133146515145,95085.54466814139,20255.484945174856,1.2150000000000007,1453,0,1453.0,1.9506042416702857e-05,0.0,1.2150000000000007,2208.8470661646315,0.0,2208.8470661646315,1,45477.532103761216,500.0,50.0,0,0.006485937305720063,0.0,-1,0.0,0.0,1354.4600000000003,7800.5,7923.8,0.0,10.0,10737.658042050129,423.2,423.2,0,2107.85,0.0,40.14,0.0
10,Ampara,PF,5.0,522241,helped,a,7.744210799580341,0.0,52153.133146515145,89580.35327968847,294774.5388950141,0.7950000000000005,38964,0,38964.0,1.9506042416702857e-05,0.0,0.7950000000000005,42817.324262940296,0.0,42817.324262940296,1,45477.532103761216,500.0,50.0,0,0.006682263702741098,0.008860388076120829,-1,0.0,0.0,37213.969999999994,6333.039999999999,7465.03,22265.0,0.823,292641.33537886175,11483.69,11483.69,0,41525.47,22265.0,365.01,22265.0
11,Ampara,PF,5.0,522251,helped,a,4.646526479748205,120000.0,52153.133146515145,123689.72762524584,33757.067917946515,0.7950000000000005,4374,0,4374.0,1.9506042416702857e-05,0.0,0.7950000000000005,4808.979473060477,0.0,4808.979473060477,1,45477.532103761216,500.0,50.0,0,0.005686737466114429,0.0,-1,0.0,0.0,4177.550000000001,10035.8,10307.48,0.0,10.0,19710.704722886283,1291.47,1291.47,0,4663.88,0.0,89.18,0.0
12,Ampara,PF,5.0,522261,helped,a,10.841895119412476,0.0,52153.133146515145,105159.5803814794,346039.79201288056,0.7950000000000005,44286,0,44286.0,1.9506042416702857e-05,0.0,0.7950000000000005,48665.64065056396,0.0,48665.64065056396,1,45477.532103761216,500.0,50.0,0,0.006167449092715258,0.008312163531625455,-1,0.0,0.0,42296.94,7448.539999999999,8763.3,24819.0,0.847,465657.5522565955,13052.22,13052.22,0,47197.33,24819.0,424.25,24819.0
13,Ampara,PF,5.0,522271,helped,a,3.0976843198321364,0.0,52153.133146515145,569317.5147282179,1873405.291949407,0.8450000000000005,226217,0,226217.0,1.9506042416702857e-05,0.0,0.8450000000000005,259899.46109715546,0.0,259899.46109715546,1,45477.532103761216,500.0,50.0,0,0.0026506520587112952,0.007786247619458847,-1,0.0,0.0,215433.18,40142.35999999999,47443.13,127351.0,0.844,678298.1388567374,66543.6,66543.6,0,251572.76,127351.0,2354.24,127351.0
14,Ampara,PF,5.0,522281,helped,a,7.744210799580341,0.0,52153.133146515145,83148.80757106321,273610.79203276447,1.1150000000000009,21681,0,21681.0,1.9506042416702857e-05,0.0,1.1150000000000009,30763.051078554792,0.0,30763.051078554792,1,45477.532103761216,500.0,50.0,0,0.006935886584517224,0.0045401819377157825,-1,0.0,0.0,20327.72,5882.679999999999,6929.07,11690.0,0.868,160840.75317021203,6311.63,6311.63,0,29469.24,11690.0,336.51,11690.0
15,Ampara,PF,5.0,522291,helped,a,3.0976843198321364,7500.0,52153.133146515145,81575.89574579094,245106.2981694993,0.8450000000000005,30072,0,30072.0,1.9506042416702857e-05,0.0,0.8450000000000005,34549.705545542805,0.0,34549.705545542805,1,45477.532103761216,500.0,50.0,0,0.0070024347395868354,0.006942722979322821,-1,0.0,0.0,28638.46,5807.5,6797.99,16584.0,0.869,90169.09890804974,8846.07,8846.07,0,33442.79,16584.0,319.61,16584.0
16,Ampara,PF,5.0,522311,helped,a,6.862163885846625,21500.0,52153.133146515145,74861.71744356204,179465.71174474113,1.1150000000000009,14322,0,14322.0,1.9506042416702857e-05,0.0,1.1150000000000009,20321.839344330157,0.0,20321.839344330157,1,45477.532103761216,500.0,50.0,0,0.007309709244292895,0.0024141664023959574,-1,0.0,0.0,13428.05,5441.499999999999,6238.48,5893.0,1.11,94146.48675645565,4169.75,4169.75,0,19467.16,5893.0,257.54,5893.0
17,Ampara,PF,5.0,522321,helped,a,5.146622914384968,10000.0,52153.133146515145,81285.38598960084,236374.1270900428,0.7950000000000005,31697,0,31697.0,1.9506042416702857e-05,0.0,0.7950000000000005,34831.85937833909,0.0,34831.85937833909,1,45477.532103761216,500.0,50.0,0,0.007014936748564587,0.0072154365335287745,-1,0.0,0.0,30273.37,5792.53,6773.78,17068.0,0.897,158210.58515931742,9342.11,9342.11,0,33780.93,17068.0,317.06,17068.0
