region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,250,243302.09000000003,38022.340306412334,0.0
ARMM,PF,250,98041.719,13356.098059628272,0.0
ARMM,PF,250,116599.21000000002,8903.357485862405,0.0
ARMM,PF,250,21066.311000000005,6190.451143142772,5564.21977238476
ARMM,PF,250,26179.943,3856.645732105087,0.0
ARMM,PF,250,23040.299000000006,5231.015692263789,475.83866358836127
ARMM,PF,250,18463.852000000006,5615.765754588902,5047.67005283255
ARMM,PF,250,25606.15000000001,9357.693297134987,1637.52335275102
ARMM,PF,250,25441.725,9980.255627200717,3187.026957667539
ARMM,PF,250,32336.27100000001,3611.960784979249,0.05724467726359396
ARMM,PF,250,28000.33800000001,2213.8549306712384,0.0
ARMM,PF,250,24290.74000000001,7391.4122916354945,906.015233452684
ARMM,PF,250,14660.443000000005,4365.64518853344,3924.012760227017
ARMM,PF,250,25692.90800000001,2197.3928262278064,0.0
ARMM,PF,250,28644.793000000005,10668.001005449823,1184.3907474800224
ARMM,PF,250,21983.363000000005,10137.07860703578,9111.60300198272
ARMM,PF,250,41782.48800000001,7924.009151640841,0.0
ARMM,PF,250,75756.96100000001,10939.453231573478,0.0
ARMM,PF,250,17893.768000000004,3588.449042581948,3225.4384459599846
ARMM,PF,250,20441.686,4419.4290734783035,673.7082021078936
ARMM,PF,250,20354.516000000007,1603.1040114670066,0.0
ARMM,PF,250,29381.92200000001,7229.3205162237755,0.0
ARMM,PF,250,14467.27099999999,1549.8795452268032,1393.0238311203907
ARMM,PF,250,9765.75679999997,663.9171088793868,0.0
ARMM,PF,250,14189.76599999998,1089.0221025120206,978.7482713644904
ARMM,PF,250,26386.826,2621.4510015405003,0.0
ARMM,PF,250,24692.90000000001,9061.166160241757,2298.8436500829307
ARMM,PF,250,12662.072000000002,812.0959574461698,0.0
ARMM,PF,250,16819.752000000008,1136.4386235029915,0.0
ARMM,PF,250,14568.435,1944.5327010712085,1747.8097562684754
ARMM,PF,250,19211.766000000003,1376.8544303946082,0.0
ARMM,PF,250,16270.782000000007,5893.3175417055845,5297.1444620516695
ARMM,PF,250,15593.180000000002,4763.286906856964,4281.428699753766
ARMM,PF,250,16000.623,5576.5703118760375,5012.439654871671
ARMM,PF,250,13540.620999999996,4680.215190365484,4206.726307629072
ARMM,PF,250,11936.803999999998,1350.7744516289265,1214.1160886355174
ARMM,PF,250,21340.802999999967,3468.9281163635114,287.644444326502
ARMM,PF,250,217936.58,29977.15018224114,0.0
ARMM,PF,250,18579.625,3882.149085492823,3489.3726882451533
ARMM,PF,250,28168.06600000001,10697.69905513774,1345.696319312758
ARMM,PF,250,40491.92200000001,13204.46771334765,1014.2790312058376
ARMM,PF,250,47652.73400000001,19436.500837523683,1693.3064722491351
ARMM,PF,250,32448.801,7502.718652887932,191.92819343517158
ARMM,PF,250,27148.196999999996,2000.1502981019974,0.0
ARMM,PF,250,17948.328,2157.083694387666,332.81816972192433
ARMM,PF,250,20872.67799999999,1370.1219500023506,0.2038874119832996
ARMM,PF,250,15453.292999999969,2983.831093216646,2681.8196154504594
ARMM,PF,250,236120.69000000012,22739.37490981081,0.0
ARMM,PF,250,78659.79700000005,5392.572533697805,0.0
ARMM,PF,250,50589.066,6275.007697017559,0.0
ARMM,PF,250,140935.58000000005,13426.424039320098,0.0
ARMM,PF,250,24142.43600000001,9010.309607048004,5689.394143838543
ARMM,PF,250,20699.721,9507.541830656344,8545.721323646823
ARMM,PF,250,18379.77500000001,6324.763154891194,5684.9446653139585
ARMM,PF,250,18344.682000000008,6769.451742722494,6084.648172497862
ARMM,PF,250,22801.00600000001,9067.15394904342,8149.912844140569
ARMM,PF,250,15999.516000000005,5318.449073106171,4780.430182989048
ARMM,PF,250,18754.285000000003,6763.580842069485,6079.371177212735
ARMM,PF,250,68036.97700000001,15911.814298153413,0.0
ARMM,PF,250,22240.632999999998,2471.467385713616,0.0
ARMM,PF,250,29673.542999999998,3191.539224116059,0.0
ARMM,PF,250,30097.895999999993,12352.869982548833,1518.731632217361
ARMM,PF,250,62615.32800000003,7167.582397508305,0.0
ARMM,PF,250,74621.10900000003,10511.622447156084,0.0
ARMM,PF,250,29568.06100000001,3228.544571889761,0.0
ARMM,PF,250,44617.312999999995,3639.70025093193,0.0
ARMM,PF,250,64729.30900000002,5027.37094497497,0.0
ARMM,PF,250,111140.91000000002,15099.411390248113,0.0
ARMM,PF,250,49402.30100000001,5246.105236636272,0.0
ARMM,PF,250,25535.25600000001,5891.414637841291,499.03931603336883
ARMM,PF,250,17854.453000000005,5328.606583788745,4789.560151140205
ARMM,PF,250,18049.627000000004,5560.220922147255,4997.744183492968
ARMM,PF,250,21050.871000000006,8028.3130072044605,7216.161946946901
ARMM,PF,250,19140.492000000006,7024.857059117085,6314.216467052479
ARMM,PF,250,21132.137000000006,7537.779827819967,6775.251526586766
ARMM,PF,250,21142.00600000001,6230.2105501823935,5599.95708355524
ARMM,PF,250,27279.287000000004,8927.29497498841,897.0712681581298
ARMM,PF,250,23346.767999999996,8282.068707848779,7620.458415048492
ARMM,PF,250,19313.260000000006,6434.348481834385,5783.444246175038
ARMM,PF,250,37827.42200000001,4757.385127469624,0.0
ARMM,PF,250,39478.04700000001,3387.266304441981,0.0
ARMM,PF,250,31803.641,2913.0143911865434,0.0
ARMM,PF,250,40550.086,5090.4074674014755,0.0
ARMM,PF,250,26021.849999999995,4117.256390250916,0.0
ARMM,PF,250,39276.79299999998,3629.220920432703,0.0
ARMM,PF,250,27355.366999999995,3157.692349263906,0.0
ARMM,PF,250,59169.49600000003,11125.807131765096,0.0
ARMM,PF,250,52427.59800000001,6578.703816411568,0.0
ARMM,PF,250,60632.23,8361.12227773101,0.0
ARMM,PF,250,20574.4839999999,2967.8274851603387,256.97791635352263
ARMM,PF,250,29654.223000000005,11310.09258735332,1228.1115828512425
ARMM,PF,250,49582.765999999996,5600.938129728196,0.0
ARMM,PF,250,36033.031,3327.386281462149,0.0
ARMM,PF,250,26691.490000000005,5426.733657702195,0.0
ARMM,PF,250,74134.26600000003,5716.629541763334,0.0
ARMM,PF,250,40324.543,4025.084327605041,0.0
ARMM,PF,250,24047.217000000004,4729.7214764872715,0.0
ARMM,PF,250,22369.79900000001,4698.000441273513,424.98949272750514
ARMM,PF,250,37075.246,3756.345104396733,0.4546821676465107
ARMM,PF,250,39071.258000000016,5041.918916003579,0.07634428497255805
ARMM,PF,250,26297.23,3886.397620946451,20.169025918631252
ARMM,PF,250,33310.34000000001,3984.7375245575818,0.1022973238500074
ARMM,PF,250,54972.60500000002,6143.826109422659,0.03578659201963878
ARMM,PF,250,35898.86700000001,2344.6047764423515,0.0
ARMM,PF,250,35811.52,3292.5626842740057,0.23422741479431305
ARMM,PF,250,19809.043,2185.3022837570497,0.0
ARMM,PF,250,31539.020000000015,5462.241430164962,16.852929733464887
ARMM,PF,250,23157.06400000001,12140.997794717578,10912.803998247995
ARMM,PF,250,31960.361000000015,14175.980098650432,1840.5705812504534
ARMM,PF,250,30421.029000000013,3839.786202517141,0.5730325770372697
ARMM,PF,250,23679.551000000003,4728.820479976307,392.30442560276725
ARMM,PF,250,43158.81300000002,7860.280632570319,3.688653391668733
ARMM,PF,250,59057.16800000001,6469.282076490737,0.032358674362498126
ARMM,PF,250,17095.063000000006,2589.117380595386,2327.200035831318
ARMM,PF,250,29049.367000000013,9235.379808749794,820.5047596813182
ARMM,PF,250,22669.916,5166.192692495311,485.3862832929625
ARMM,PF,250,52692.141,9880.265017087197,2.0931238285317946
ARMM,PF,250,44630.92200000001,4766.835192133163,0.06838987001881605
ARMM,PF,250,17699.430000000004,3465.347475523479,3114.7899394780266
ARMM,PF,250,22091.17800000001,4940.188554747293,488.41876154441485
ARMM,PF,250,26347.422,6912.602609629879,618.7439698895955
ARMM,PF,250,20448.898000000005,3611.961408014593,345.152025283776
ARMM,PF,250,23171.99200000001,7589.664452870085,2022.4930578231888
ARMM,PF,250,22442.20700000001,1837.4442830925025,0.0
ARMM,PF,250,21791.895000000004,3572.194931504165,308.37911945606925
ARMM,PF,250,28849.123,3345.664002572028,0.36245693888732905
ARMM,PF,250,22999.85000000001,2789.9892989689565,19.70954079182107
ARMM,PF,250,19642.471,2943.2474623920684,274.2032200056764
ARMM,PF,250,13303.598999999984,1197.1278963439227,1075.9431301186994
ARMM,PF,250,291517.5600000001,36900.95123078934,0.0
ARMM,PF,250,14967.789999999992,1715.9539725279972,1542.3195749908994
ARMM,PF,250,31645.38500000001,5352.726772783926,0.0
ARMM,PF,250,24289.865,2928.911935669452,0.0
ARMM,PF,250,40385.16800000001,2907.0108776132683,0.0
ARMM,PF,250,27944.36500000001,2570.5080481678733,0.0
ARMM,PF,250,12165.500999999946,769.6209607409061,0.0
ARMM,PF,250,19204.663999999993,2159.147677128346,189.5224017379831
ARMM,PF,250,17173.164000000008,4645.8252326974825,4175.8495497463255
ARMM,PF,250,19130.064,2404.260638276003,213.7959922187968
ARMM,PF,250,15671.533999999996,2261.032578204477,2032.258865310708
ARMM,PF,250,14494.194000000005,2984.817614464963,2682.870893144083
ARMM,PF,250,27029.57800000001,2506.228395698613,0.0
ARMM,PF,250,46976.992,5476.445009394005,0.0
ARMM,PF,250,13565.215000000006,1556.4973896127972,1399.040772745995
ARMM,PF,250,26852.838,4729.366759294912,0.0
ARMM,PF,250,35611.426,6966.375821653809,0.0
ARMM,PF,250,17086.484000000004,1744.0712323676278,1567.6394839715476
ARMM,PF,250,17601.882999999998,1356.1962869576005,0.0
ARMM,PF,250,22220.525000000005,2184.042158695243,0.0
ARMM,PF,250,17064.188999999988,3948.5567850636944,3549.033926691656
ARMM,PF,250,15619.78699999998,912.3321628236251,0.0
ARMM,PF,250,45293.41800000001,3787.6614644297533,0.0
ARMM,PF,250,19939.238000000005,1751.9395942481867,0.0
ARMM,PF,250,14487.589999999987,3887.8519276068396,3494.4982341359832
ARMM,PF,250,14750.608000000002,1159.347507997443,1042.0504599222154
ARMM,PF,250,10870.833999999992,3686.537875156501,3313.5868969639946
ARMM,PF,250,14942.674999999996,5792.283881084788,5206.295457437334
ARMM,PF,250,28330.016000000003,5812.862263991481,0.0
ARMM,PF,250,13812.413,3463.7671386819025,3113.352329852633
ARMM,PF,250,10059.235999999999,1175.7132455536555,1056.7770807481247
ARMM,PF,250,12778.623999999994,5960.329914452085,5357.364092623353
ARMM,PF,250,29874.576,3649.470773101935,0.0
ARMM,PF,250,18023.363000000005,2301.291376705817,414.9197047861484
ARMM,PF,250,14838.757999999994,5086.705244250373,4572.106721979488
ARMM,PF,250,52654.16000000002,3605.5651345508227,0.0
ARMM,PF,250,32443.621000000014,2794.031562883321,0.0
ARMM,PF,250,15965.688999999993,2737.771072616495,2460.7787677005067
ARMM,PF,250,17331.016000000003,1268.5153286345235,0.0
ARMM,PF,250,28648.329999999994,2725.8467360811424,0.0
ARMM,PF,250,10255.122999999989,850.8352009064987,764.7125559244548
ARMM,PF,250,13014.176999999994,2088.756275233517,1877.4147525044366
ARMM,PF,250,7873.442399999989,845.5790566858724,760.0045831613568
ARMM,PF,250,8486.358400000001,1088.6100844087837,978.4853504246606
ARMM,PF,250,16986.867,2606.1510181193953,2342.5105359087984
ARMM,PF,250,9696.466799999997,748.5663140640029,672.8087042682963
ARMM,PF,250,8711.33109999988,867.7909777224041,779.7988025804053
ARMM,PF,250,10868.478000000003,2688.745310252014,2416.7495182937123
ARMM,PF,250,12342.451,818.9224809919667,0.0
ARMM,PF,250,13108.972000000007,1815.1564326284852,1631.5277672131924
ARMM,PF,250,19434.69099999999,1188.793485521165,0.0
ARMM,PF,250,19066.564,3448.992656977583,825.8692885711139
ARMM,PF,250,28151.270000000004,3878.263963458225,0.0
ARMM,PF,250,15792.004000000004,5472.628168480745,4919.012388249142
ARMM,PF,250,15584.365000000005,4347.900634427362,3908.063260501369
ARMM,PF,250,15020.540000000005,5542.966085798463,4982.234861254384
ARMM,PF,250,11591.717999999988,2608.3995914806937,2344.463077567547
ARMM,PF,250,16132.846000000007,5905.849747443242,5308.408899060321
ARMM,PF,250,11302.902999999973,3266.3246777516515,2935.7829209595698
ARMM,PF,250,39007.621000000014,3313.9802383947595,0.0
ARMM,PF,250,21774.102000000006,2910.0776623140137,107.10502699812055
ARMM,PF,250,14438.61799999999,1408.964289770282,1266.3734791741142
ARMM,PF,250,12669.294999999995,861.1976904313012,0.0
ARMM,PF,250,13252.528000000006,1633.9426640337012,1468.6516164868258
ARMM,PF,250,11165.503,1395.581202264876,1254.3765593950695
ARMM,PF,250,13535.723999999998,2417.822237894571,2173.2332573381022
ARMM,PF,250,13442.678000000005,1024.3900460021189,920.7618664292343
ARMM,PF,250,10541.116000000002,1634.4631262083194,1469.1194282594774
ARMM,PF,250,13617.343,1284.4194998363216,1154.4659474726182
ARMM,PF,250,115887.63000000006,15244.728267620983,0.0
ARMM,PF,250,31989.949000000004,2728.0806282585518,0.0
ARMM,PF,250,86130.10200000003,11039.896920793102,0.0
ARMM,PF,250,47048.687999999995,5311.226628029814,0.0
ARMM,PF,250,26999.949000000004,1838.9994223611009,0.0
ARMM,PF,250,30421.098000000005,4247.820175813586,0.0
ARMM,PF,250,13415.059999999996,1047.4955162579354,941.5003477272003
ARMM,PF,250,62799.98399999997,5840.284308995863,0.0
ARMM,PF,250,29728.338000000014,9561.613527640387,844.167908905555
ARMM,PF,250,32550.324000000015,3193.749344498473,0.0
ARMM,PF,250,26072.531000000003,2545.046305692363,0.0
ARMM,PF,250,22811.916,4624.51389205943,400.9729442533551
ARMM,PF,250,46237.68400000002,8451.470286679398,0.0
ARMM,PF,250,47098.53900000001,9471.666746443127,0.0
ARMM,PF,250,11640.142999999993,2418.301343590801,2173.6361278384215
ARMM,PF,250,25029.734,2979.16559286563,0.0
ARMM,PF,250,21517.90200000001,3458.9544009131014,302.15315988485975
ARMM,PF,250,20142.824,2564.4322962302217,220.850181310741
ARMM,PF,250,71921.03900000003,9270.53178552905,0.0
ARMM,PF,250,57718.390999999996,3734.806787067113,0.0
ARMM,PF,250,15395.438,1068.4137247715223,960.307388859337
ARMM,PF,250,14412.153,3017.4595173125435,2712.2004283663864
ARMM,PF,250,74586.55500000002,7864.1430221479395,0.0
ARMM,PF,250,23192.081999999995,3515.498731553421,0.0
ARMM,PF,250,17391.08399999999,1238.1949639540794,110.90733788462136
ARMM,PF,250,13815.745999999906,1872.738984291071,1682.9978604010266
ARMM,PF,250,17688.86499999998,3350.0803015493793,3011.0539998711993
ARMM,PF,250,151353.05,19068.812622758676,0.0
ARMM,PF,250,32430.111000000008,10645.066261011443,901.0106988369696
ARMM,PF,250,27489.965000000004,5075.1443289710905,0.0
ARMM,PF,250,20776.736,1562.747449771924,1.309722213847027
ARMM,PF,250,24272.64500000001,3641.416290349452,0.0
ARMM,PF,250,22771.412,4234.4873555459335,0.0
ARMM,PF,250,64823.21900000003,8523.00011680522,0.0
ARMM,PF,250,21625.788999999982,1129.147384946035,0.00640839390133483
ARMM,PF,250,19905.673999999988,2031.7409383100016,74.42886181416634
ARMM,PF,250,16976.407999999967,1566.8294498562711,1408.126877255925
ARMM,PF,250,21900.822,7768.868154222025,6982.926721525425
ARMM,PF,250,34364.492,3687.876298005476,0.0
ARMM,PF,250,16330.424999999937,1403.5684311372463,1261.313194010178
ARMM,PF,250,88954.83600000002,11592.14019517766,0.0
ARMM,PF,250,18499.889,2088.1199010086452,201.3903800333209
ARMM,PF,250,10899.349999999966,2863.582574763678,2573.78255608578
ARMM,PF,250,16323.756000000007,7166.365263361828,6441.409579445501
ARMM,PF,250,46557.78100000001,4044.794604624882,0.0
ARMM,PF,250,24813.604000000007,3578.002894035025,0.0
ARMM,PF,250,21868.142999999982,2336.2981659702677,14.89284473442066
ARMM,PF,250,135539.14,22179.52584790725,0.0
ARMM,PF,250,16666.90199999999,2599.834920929221,2336.7863651829025
ARMM,PF,250,15294.698,2259.676114496959,2031.0336804218039
ARMM,PF,250,31865.129000000008,6734.7505201758995,0.0
ARMM,PF,250,20687.771000000004,4590.993594174755,680.0525419807097
ARMM,PF,250,11868.832,4496.449191752101,4041.579375485671
ARMM,PF,250,16596.478999999992,2897.075059604412,2603.946856895356
ARMM,PF,250,15923.283999999996,2717.92142139758,2442.916555071661
ARMM,PF,250,19582.527,3413.6909972460658,427.8812459359957
ARMM,PF,250,26568.81099999999,2074.994391643669,0.0
ARMM,PF,250,31955.13900000001,5025.188109607253,0.0
ARMM,PF,250,17021.52699999999,6628.109815725699,5957.54574739527
ARMM,PF,250,57369.647999999994,16873.224443513245,212.79489691690742
ARMM,PF,250,23259.92,9124.93915424103,8201.852448198026
ARMM,PF,250,21151.076000000005,9992.03614669168,8981.233161882143
ARMM,PF,250,24809.82200000001,4646.558459381623,0.0
ARMM,PF,250,20037.805,8629.543412946265,7756.571366879596
ARMM,PF,250,19703.607000000007,5250.888871486313,4719.704429568649
ARMM,PF,250,21984.320000000007,7319.607625838722,6579.149812514847
ARMM,PF,250,91218.42199999999,13483.313475030163,0.0
ARMM,PF,250,24011.458999999995,5919.492693960611,545.2026247644396
ARMM,PF,250,12722.372000000005,6076.973238795249,5462.221390603055
ARMM,PF,250,10973.9,4761.237141856547,4279.586290746677
ARMM,PF,250,18948.289000000008,7017.368301444961,6307.485278558085
ARMM,PF,250,17829.258000000005,5873.1837055681835,5279.047382123371
ARMM,PF,250,24965.461000000007,6759.264721768473,632.9179966561596
ARMM,PF,250,26197.68900000001,8700.7440634612,1011.7682328631751
ARMM,PF,250,41797.527,10621.264888236805,137.3742330500222
ARMM,PF,250,23594.47700000001,5683.968961700125,542.9676530430249
ARMM,PF,250,17355.432000000004,3959.969656739223,3559.3757147214587
ARMM,PF,250,27265.754000000008,9782.980994372898,1172.2209975041949
ARMM,PF,250,33564.16000000002,14531.50568503516,1617.3807298692118
ARMM,PF,250,30461.307000000008,10612.452221094558,1012.9054468561396
ARMM,PF,250,27436.577999999998,7000.165333163611,584.3128614591377
ARMM,PF,250,27390.865,12621.775223920351,11616.625140825068
ARMM,PF,250,17746.475000000002,3068.2076779132926,2757.825145932847
ARMM,PF,250,15868.706000000007,5185.515344448253,4660.944144845515
ARMM,PF,250,15656.256000000007,6989.042189258236,6282.0246602833195
ARMM,PF,250,18050.977000000006,6085.333945534435,5469.736321045696
ARMM,PF,250,11319.878000000002,3799.5453623372096,3415.180080147824
ARMM,PF,250,16887.494000000002,5871.9579571266295,5277.945631450157
ARMM,PF,250,26400.69100000001,10223.484668966272,1875.1943585494198
ARMM,PF,250,94694.65600000002,6925.637572180444,0.0
ARMM,PF,250,109677.98000000004,12001.302411127996,0.0
ARMM,PF,250,29495.68000000001,2279.1702029974995,0.0
ARMM,PF,250,23829.500000000004,3331.764224609661,0.0
ARMM,PF,250,45414.45300000002,3351.8963105126927,0.0
ARMM,PF,250,21020.487999999998,1353.0988498934446,0.0
ARMM,PF,250,50009.258000000016,21818.912784744647,1887.3340143002206
ARMM,PF,250,69618.69500000004,25626.759559800947,1007.6218757757927
ARMM,PF,250,88180.22699999998,16838.597865326654,0.0
ARMM,PF,250,18537.318,2167.9710146689613,213.8000356014855
ARMM,PF,250,15421.942000000005,7034.847352110432,6323.196133399913
ARMM,PF,250,18944.676000000003,8240.977046934879,7407.312709206606
ARMM,PF,250,22283.68899999999,3751.856573532245,316.00702930478576
ARMM,PF,250,59133.09400000003,5472.470436712205,0.0
ARMM,PF,250,23404.613000000005,7789.524812656942,2040.422807091332
ARMM,PF,250,24715.36700000001,8500.997400196717,1441.4604455362394
ARMM,PF,250,16872.609000000004,6525.560940159645,5865.429573635933
ARMM,PF,250,14646.375000000005,4009.358679477089,3603.768501370168
ARMM,PF,250,20542.379,1724.5484999902114,0.0
ARMM,PF,250,35660.316000000006,10111.9228900207,576.4972597986613
ARMM,PF,250,58101.75000000001,9846.728629950774,0.0
ARMM,PF,250,21375.674000000006,9114.392936951652,8192.373095335282
ARMM,PF,250,21290.01,9297.562695037419,8357.013242891044
ARMM,PF,250,21300.088000000003,2231.3129547483795,0.0
ARMM,PF,250,19360.771000000004,1681.4153253669103,0.0
ARMM,PF,250,18619.412,1818.6863733255047,0.0
ARMM,PF,250,20754.609000000008,2237.4408706456416,0.0
