,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,52153.133146515145,90707.10261606141,298482.23822773044,0.9650000000000006,29874,0,29874.0,5.808442040476836e-07,0.0,0.9650000000000006,37906.95349941173,0.0,37906.95349941173,1,45477.532103761216,500.0,50.0,0,0.006640630996587727,0.08674464135428402,-1,0.0,0.0,110.8499999999878,0.09000000000342295,7561.09,0.0,1.966,601.9836216539712,34.32,34.32,0,143.3,143.3,0.0,5686.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,52153.133146515145,71038.14272407509,233759.24517809914,1.2150000000000007,15243,0,15243.0,5.808442040476836e-07,0.0,1.2150000000000007,23152.508458577122,0.0,23152.508458577122,1,45477.532103761216,500.0,50.0,0,0.007503850906151574,0.0,-1,0.0,0.0,13.260000000003105,823.0700000000024,5921.54,0.0,10.0,90.4201468370577,4.12,4.12,0,20.61,0.0,0.39,0.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,52153.133146515145,100221.13958803574,329789.2799926544,0.8450000000000005,38200,0,38200.0,5.808442040476836e-07,0.0,0.8450000000000005,43887.768885235586,0.0,43887.768885235586,1,45477.532103761216,500.0,50.0,0,0.006317573849511907,0.13331645898154867,-1,0.0,0.0,284.2700000000008,0.09000000000198011,8354.15,0.0,1.739,1540.2209124299807,87.81,87.81,0,331.96,331.96,0.0,10094.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,52153.133146515145,107721.77380290077,354470.98654056026,0.6450000000000004,59923,0,59923.0,5.808442040476836e-07,0.0,0.6450000000000004,56860.60353167465,0.0,56860.60353167465,1,45477.532103761216,500.0,50.0,0,0.006093660404171818,0.28225827889789556,-1,0.0,0.0,1422.3600000000026,0.16000000000141834,8979.38,0.0,1.541,1919.212593476184,437.65,437.65,0,1366.55,1357.73,0.01,21038.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,52153.133146515145,109120.75787826309,359074.5058462817,0.7550000000000004,50544,0,50544.0,5.808442040476836e-07,0.0,0.7550000000000004,53520.762265323225,0.0,53520.762265323225,1,45477.532103761216,500.0,50.0,0,0.006054472470980994,0.2031970949031416,-1,0.0,0.0,633.900000000007,0.09000000000060898,9096.0,0.0,1.551,857.1456778793583,195.46,195.46,0,681.07,675.88,0.01,16591.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,720.0,52153.133146515145,46939.69676644827,152220.96471851468,1.2150000000000007,11307,0,11307.0,5.808442040476836e-07,0.0,0.059,3936.149301412562,0.0,3936.149301412562,3,45477.532103761216,500.0,50.0,0,0.009231236038342411,0.015697021813082752,-1,5.799614643545269,5.799614643545269,8409.220000000007,0.030000000001152216,3912.74,0.0,10.0,67315.68707356045,2558.42,2558.42,0,3055.13,3055.13,0.0,0.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,1050.0,52153.133146515145,109499.80694192546,357055.80042100244,0.9650000000000006,34542,0,34542.0,5.808442040476836e-07,0.0,0.9650000000000006,43830.1740330633,0.0,43830.1740330633,1,45477.532103761216,500.0,50.0,0,0.0060439841801936366,0.09139518822310126,-1,0.0,0.0,128.16000000000278,0.09000000000387881,9127.56,0.0,1.777,696.0152437737464,39.68,39.68,0,165.68,165.68,0.0,7889.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,75.0,52153.133146515145,268528.37644922995,883390.4708798284,0.7550000000000004,125478,0,125478.0,5.808442040476836e-07,0.0,0.7550000000000004,132867.96224714187,0.0,132867.96224714187,1,45477.532103761216,500.0,50.0,0,0.0038595342798882974,0.25446311339693356,-1,0.0,0.0,1573.700000000026,0.23999999999337773,22383.75,0.0,1.118,9892.516829070484,485.25,485.25,0,1690.8,1678.34,0.0,57133.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,10000.0,52153.133146515145,122426.23074637148,371752.8468531203,1.2150000000000007,26820,0,26820.0,5.808442040476836e-07,0.0,1.2150000000000007,40736.95103139423,0.0,40736.95103139423,1,45477.532103761216,500.0,50.0,0,0.0057160070574490815,0.033246493473811846,-1,0.0,0.0,23.349999999997333,0.09999999999792046,10204.88,0.0,2.189,148.0693104879596,7.27,7.27,0,36.31,36.31,0.0,2852.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,94080.0,52153.133146515145,95085.54466814139,20255.484945174856,1.2150000000000007,1453,0,1453.0,5.808442040476836e-07,0.0,1.2150000000000007,2208.8470661646315,0.0,2208.8470661646315,1,45477.532103761216,500.0,50.0,0,0.006485937305720063,0.0,-1,0.0,0.0,1.2800000000007092,20048.609999999997,7923.95,0.0,10.0,10.14491614745574,0.45,0.45,0,2.04,0.0,0.04,0.0
