,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
0,ARMM,EQ,1,153829114,helped,a,0.9310153754994157,822.4791037502216,243302.09000000003,22302.6775,0.5150000000000002,147389,16851,164240.0,1.6853028092330172e-06,5372.16843396444,0.5150000000000002,122893.5601727389,5372.16843396444,128265.72860670334,1,15573.959716184301,0,0.004054684583948997,0.0,-1,0.0,0.0,20056.780000000104,49954.32000000008,261402.11,0.0,10.0,19193.871693886907,6572.49,6457.95,114.54,17004.74,0.0,326.02
1,ARMM,EQ,1,153893114,helped,a,0.7499636399729919,0.0,98041.71900000001,22302.6775,0.5650000000000003,54827,6268,61095.0,1.6853028092330172e-06,1998.2643014710764,0.5650000000000003,48456.329163489914,1998.2643014710764,50454.59346496099,1,15573.959716184301,0,0.006387406222212573,0.0,-1,0.0,0.0,6147.4099999999935,27220.630000000056,105335.36,0.0,10.0,4761.022212320695,2023.87,1981.27,42.6,5535.18,0.0,106.07
2,ARMM,EQ,1,156627419,helped,a,1.628717189054237,0.0,116599.21000000002,22302.6775,0.7550000000000004,44656,5105,49761.0,1.6853028092330172e-06,1627.495095566344,0.7550000000000004,47951.79733351827,1627.495095566344,49579.29242908461,1,15573.959716184301,0,0.00585709396839272,0.0,-1,0.0,0.0,2398.870000000004,70775.95999999998,132476.01,0.0,10.0,4141.60231851754,810.68,775.98,34.7,2648.37,0.0,50.66
3,ARMM,EQ,1,156642019,helped,a,0.6874904727745614,0.0,21066.311000000005,22302.6775,0.19500000000000006,28408,3247,31655.0,1.6853028092330172e-06,1035.1570176893083,0.0,9056.587791351361,1035.1570176893083,10091.744809040669,3,15573.959716184301,0,0.013779572685382052,0.638723800293202,-1,3.87283236994221,3.87283236994221,28408.0,1.0871303857129533e-12,12574.06,1257.405,10.0,19577.822884215453,9078.66,9056.59,22.07,9078.66,9078.66,0.0
4,ARMM,EQ,1,157025015,helped,a,2.6924615309153936,1370.7984756648525,26179.943,22302.6775,0.8450000000000005,8566,979,9545.0,1.6853028092330172e-06,312.1092455552303,0.8450000000000005,9969.151051118668,312.1092455552303,10281.260296673898,1,15573.959716184301,0,0.012360773468492348,0.0,-1,0.0,0.0,324.73000000000326,36948.88000000002,48605.82,0.0,10.0,944.8731879011274,111.88,105.23,6.65,390.78,0.0,7.47
5,ARMM,EQ,1,157260118,helped,a,2.324508889247561,0.0,23040.299000000003,22302.6775,0.3950000000000002,18647,2132,20779.0,1.6853028092330172e-06,679.69041013662,0.398,6786.6488736790825,679.69041013662,7466.339283815702,2,15573.959716184301,0,0.013176071421869688,0.49576002174298667,-1,3.87283236994221,3.87283236994221,9046.990000000002,1092.8600000000015,7493.85,5758.0,7.173,21297.349125306137,2920.91,2906.42,14.49,6549.33,5758.0,14.76
6,ARMM,EQ,1,157260240,helped,a,2.324508889247561,0.0,18463.852000000006,22302.6775,0.20500000000000004,24661,2819,27480.0,1.6853028092330172e-06,898.7088490502495,0.0,7862.028707494928,898.7088490502495,8760.737556545178,3,15573.959716184301,0,0.014718679224862093,0.44359920253404467,-1,3.87283236994221,3.87283236994221,24661.0,-4.845901457883883e-12,15893.59,1589.358,10.0,57464.4230011612,7881.19,7862.03,19.16,7881.19,7881.19,0.0
7,ARMM,EQ,1,157260362,helped,a,1.367358197352658,0.0,25606.150000000012,22302.6775,0.2350000000000001,31195,3566,34761.0,1.6853028092330172e-06,1136.855535903934,0.003,9945.094908166915,1136.855535903934,11081.95044407085,3,15573.959716184301,0,0.012498498805629702,0.6993002843281324,-1,3.87283236994221,3.044315992292877,31139.200000000015,-1.1368683772161603e-13,8328.39,832.8370000000001,10.0,42684.86074873338,9952.12,9927.88,24.24,10045.54,10045.54,0.0
8,ARMM,EQ,1,157260484,helped,a,1.6408297443192739,0.0,25441.725000000002,22302.6775,0.3050000000000001,25943,2966,28909.0,1.6853028092330172e-06,945.5730565033842,0.283,8922.192227312316,945.5730565033842,9867.765283815701,2,15573.959716184301,0,0.012538821464144603,0.7340963516542683,-1,3.87283236994221,3.87283236994221,16282.689999999982,3400.16,8274.91,8597.0,7.945,26966.96602129331,5239.53,5219.37,20.16,9872.73,8597.0,24.06
9,ARMM,EQ,1,157640114,helped,a,0.9211675381074722,0.0,32336.271000000008,22302.6775,0.7150000000000004,13982,1598,15580.0,1.6853028092330172e-06,509.4490034701307,0.7150000000000004,14454.649378297483,509.4490034701307,14964.098381767613,1,15573.959716184301,0,0.011122054727009101,0.13080141416308722,-1,0.0,0.0,876.9600000000024,0.11999999999862544,10517.37,0.0,2.129,850.4221327342088,294.32,283.46,10.86,930.05,923.82,-0.0
